Student_ID,Name,Age,Gender,Prayers_Before_Exams,Department,Study_Hours,Attendance,Assignments,Exam_Score,Result,Grade,Entrance_Exam_Score,Rank,Placement,LPA
ST249,Erika Gaikwad,17,Male,No,Mechanical,8,78,19,86.8,Pass,A+,261,49,Placed,9.22
ST250,Kyoko Pandey,18,Male,Yes,Computer Science,5,79,18,77.85,Pass,A,222,149,Not Placed,0.0
ST251,Shota Sinha,18,Male,Yes,Computer Science,5,75,15,69.93,Pass,B,209,201,Placed,5.79
ST252,Hayato Menon,19,Female,No,Information Technology,5,85,15,70.38,Pass,A,211,199,Placed,6.34
ST253,Kaede Lahiri,19,Male,No,Mechanical,2,66,8,35.7,Fail,F,95,567,Not Placed,0.0
ST254,Nao Sarkar,18,Male,Yes,Computer Science,6,99,12,69.73,Pass,B,209,198,Not Placed,0.0
ST255,Yuzuki Joshi,19,Female,No,Mechanical,6,94,10,51.32,Pass,C,149,480,Placed,4.06
ST256,Erika Reddy,18,Male,No,Computer Science,6,87,14,65.2,Pass,B,186,324,Not Placed,0.0
ST257,Mai Mandal,19,Male,Yes,Mechanical,3,81,5,28.24,Fail,F,93,576,Not Placed,0.0
ST258,Aika Deshmukh,18,Male,Yes,Mechanical,5,94,14,66.33,Pass,B,194,293,Not Placed,0.0
ST259,Sota Ansari,18,Female,No,Information Technology,5,89,12,54.49,Pass,C,160,434,Not Placed,0.0
ST260,Kenji Hegde,18,Male,No,Information Technology,7,93,14,67.26,Pass,B,198,256,Placed,
ST261,Yuzuki Mittal,19,Female,No,Information Technology,4,81,12,57.74,Pass,C,173,362,Not Placed,0.0
ST262,Emi Ansari,19,Female,No,Electronics,4,100,10,57.67,Pass,C,182,338,Not Placed,0.0
ST263,Akira Rajput,18,Male,Yes,Computer Science,6,94,16,77.16,Pass,A,225,146,Placed,7.55
ST264,Michiko Mittal,19,Female,No,Computer Science,6,87,16,75.68,Pass,A,226,140,Placed,5.69
ST265,Ami Chakraborty,19,Male,Yes,Computer Science,5,95,12,58.56,Pass,C,176,354,Not Placed,0.0
ST266,Akira Chatterjee,18,Male,No,Information Technology,5,78,13,63.45,Pass,B,186,314,Placed,4.48
ST267,Kenji Lahiri,18,Female,No,Computer Science,5,70,13,61.27,Pass,B,182,330,Not Placed,0.0
ST268,Shiori Sheikh,19,Female,No,Electronics,7,85,13,67.22,Pass,B,205,222,Placed,4.75
ST269,Sayaka Deshmukh,18,Female,Yes,Mechanical,5,81,13,58.09,Pass,C,170,401,Not Placed,0.0
ST270,Rina Gowda,18,Male,Yes,Information Technology,8,80,15,69.57,Pass,B,207,202,Not Placed,0.0
ST271,Ayaka Mittal,20,Male,No,,5,94,14,63.21,Pass,B,187,318,Not Placed,0.0
ST272,Reina Kulkarni,17,Male,No,Information Technology,8,84,17,83.02,Pass,A+,249,70,Placed,7.69
ST273,Misaki Ansari,18,Male,No,Mechanical,7,85,13,69.83,Pass,B,211,197,Not Placed,0.0
ST274,Keiko Garg,18,Male,Yes,Mechanical,4,79,10,52.19,Pass,C,160,430,Not Placed,0.0
ST275,Haruto Qureshi,20,Male,No,Mechanical,7,91,15,74.35,Pass,A,233,100,Placed,6.68
ST276,Shota Lahiri,17,Male,Yes,Mechanical,3,89,12,58.88,Pass,C,163,428,Placed,3.27
ST277,Haruka Chatterjee,17,Male,No,Computer Science,8,91,18,92.17,Pass,A+,276,22,Placed,10.28
ST278,Noa Deshmukh,17,Male,Yes,Mechanical,6,77,13,59.78,Pass,C,173,373,Placed,4.83
ST279,Junko Ganguly,17,Male,No,Electronics,2,95,11,50.63,Pass,C,150,477,Not Placed,0.0
ST280,Haru Patel,17,Female,Yes,Computer Science,6,100,16,83.25,Pass,A+,254,59,Placed,8.23
ST281,Hina Mukherjee,18,Male,No,Mechanical,9,90,19,90.72,Pass,A+,278,15,Placed,11.99
ST282,Riko Singh,19,Female,No,Computer Science,2,74,5,30.05,Fail,F,96,571,Not Placed,0.0
ST283,Rumi Kapoor,18,Female,Yes,Electronics,5,74,12,61.29,Pass,B,190,306,Placed,4.23
ST284,Itsuki Pawar,18,Male,Yes,Computer Science,6,78,14,67.78,Pass,B,202,240,Placed,4.5
ST285,Kohane Pandey,17,Female,Yes,Information Technology,7,76,17,81.49,Pass,A+,251,71,Placed,9.42
ST286,Daiki Biswas,18,Male,Yes,Electronics,5,81,14,67.5,Pass,B,210,192,Not Placed,0.0
ST287,Hayato Pandey,18,Male,No,Information Technology,3,88,11,54.19,Pass,C,163,414,Not Placed,0.0
ST288,Michiko Mitra,19,Male,No,Information Technology,1,85,3,17.13,Fail,F,57,590,Not Placed,0.0
ST289,Momoka Qureshi,17,Male,No,Computer Science,5,84,13,57.13,Pass,C,172,389,Not Placed,0.0
ST290,Yuto Varma,18,Male,No,Mechanical,5,80,13,59.27,Pass,C,185,315,Not Placed,0.0
ST291,Haruto Saha,18,Male,No,Computer Science,8,81,20,93.59,Pass,A+,280,19,Placed,12.05
ST292,Kota Mehta,19,Female,Yes,Information Technology,2,90,8,35.63,Fail,F,104,552,Not Placed,0.0
ST293,Kenta Desai,19,Female,Yes,Mechanical,6,62,13,53.13,Pass,C,154,455,Not Placed,0.0
ST294,Yuka Reddy,19,Male,No,Mechanical,1,82,7,28.54,Fail,F,85,580,Not Placed,0.0
ST295,Nana Sengupta,18,Female,No,Information Technology,3,85,10,50.12,Pass,C,151,472,Not Placed,0.0
ST296,Nanami Tripathi,20,Male,Yes,Electronics,5,90,9,54.7,Pass,C,159,441,Placed,3.77
ST297,Hiroto Mandal,17,Male,Yes,Mechanical,5,72,14,67.81,Pass,B,202,227,Placed,5.91
ST298,Kohane Menon,17,Female,No,Mechanical,6,71,14,64.18,Pass,B,190,280,Not Placed,0.0
ST299,Akira Patil,18,Male,No,Information Technology,8,88,18,,Pass,A+,266,41,Placed,12.64
ST300,Kota Basu,17,Male,Yes,Computer Science,6,63,13,61.36,Pass,B,189,295,Placed,5.92
ST301,Mai Khanna,20,Male,No,Computer Science,9,95,17,86.76,Pass,A+,266,43,Placed,8.28
ST302,Sota Mandal,19,Male,No,Computer Science,8,84,20,93.3,Pass,A+,285,8,Placed,9.79
ST303,Kenji Tiwari,18,Female,Yes,Information Technology,5,98,15,68.51,Pass,B,205,223,Placed,5.25
ST304,Sakura Agarwal,19,Male,Yes,Computer Science,7,71,17,81.56,Pass,A+,245,75,Placed,9.05
ST305,Nana Singh,20,Female,No,Electronics,6,78,11,53.87,Pass,C,156,450,Not Placed,0.0
ST306,Ayaka Singh,19,Male,No,Information Technology,2,60,9,35.41,Fail,F,108,544,Not Placed,0.0
ST307,Sakura Pawar,19,Male,Yes,Computer Science,6,74,11,56.39,Pass,C,170,394,Not Placed,0.0
ST308,Hitomi Pillai,20,Male,No,Mechanical,2,80,7,32.17,Fail,F,111,548,Not Placed,0.0
ST309,Marina Krishnan,20,Female,No,Information Technology,6,62,16,66.3,Pass,B,204,218,Placed,4.25
ST310,Emi Sethi,19,Male,No,Computer Science,6,78,16,74.44,Pass,A,225,132,Placed,7.36
ST311,Koharu Krishnan,17,Female,No,Mechanical,2,62,9,31.27,Fail,F,94,572,Not Placed,0.0
ST312,Noriko Ghosh,18,Female,No,Computer Science,4,79,14,64.68,Pass,B,199,254,Placed,4.04
ST313,Kohane Bedi,19,Male,No,Electronics,8,93,19,91.4,Pass,A+,270,31,Placed,10.93
ST314,Junko Roy,18,Female,No,Electronics,6,82,11,57.66,Pass,C,179,340,Placed,3.66
ST315,Kohane Rajput,19,Female,No,Information Technology,4,99,11,58.2,Pass,C,169,417,Not Placed,0.0
ST316,Rin Shetty,17,Female,No,Mechanical,6,90,15,72.8,Pass,A,216,177,Placed,7.22
ST317,Aika Deshmukh,17,Male,No,Information Technology,6,95,14,71.16,Pass,A,204,216,Placed,5.94
ST318,Kazuki Choudhary,18,Male,Yes,Information Technology,5,74,12,58.02,Pass,C,177,360,Not Placed,0.0
ST319,Keiko Rao,17,Male,No,Computer Science,9,74,17,84.28,Pass,A+,254,54,Placed,9.48
ST320,Nanako Patel,20,Male,No,Computer Science,6,85,19,87.75,Pass,A+,260,60,Placed,8.78
ST321,Nana Chakraborty,19,Male,Yes,Mechanical,4,66,11,52.57,Pass,C,153,467,Not Placed,0.0
ST322,Saki Mirza,19,Female,No,Information Technology,7,87,20,87.83,Pass,A+,270,39,Placed,9.38
ST323,Mai Srivastava,19,Male,No,Information Technology,8,79,16,76.16,Pass,A,228,110,Placed,7.97
ST324,Honoka Shetty,18,Male,Yes,Information Technology,3,95,11,58.68,Pass,C,172,397,Placed,4.36
ST325,Hinata Nair,18,Female,Yes,Information Technology,3,89,10,47.61,Pass,D,152,475,Not Placed,0.0
ST326,Himari Rao,19,Female,Yes,Computer Science,3,93,8,38.62,Fail,F,113,546,Not Placed,0.0
ST327,Ayaka Nambiar,18,Male,Yes,Information Technology,6,74,14,65.28,Pass,B,202,244,Placed,5.97
ST328,Maki Sharma,18,Female,No,Electronics,6,92,15,68.7,Pass,B,200,245,Placed,4.06
ST329,Ayaka Patel,18,Male,Yes,Computer Science,6,96,13,63.73,Pass,B,189,299,Not Placed,0.0
ST330,Yuki Bansal,18,Male,No,Computer Science,8,82,17,86.98,Pass,A+,263,42,Not Placed,0.0
ST331,Yui Siddiqui,20,Female,No,Computer Science,7,75,11,57.2,Pass,C,171,393,Placed,3.68
ST332,Kota Agrawal,19,Male,No,Information Technology,3,75,11,46.37,Pass,D,140,491,Not Placed,0.0
ST333,Kenji Saha,18,Male,No,Mechanical,4,94,14,71.44,Pass,A,212,195,Placed,5.32
ST334,Takumi Thakur,19,Male,Yes,Computer Science,5,100,14,74.63,Pass,A,216,187,Placed,5.79
ST335,Daiki Datta,19,Male,No,Computer Science,5,72,18,75.85,Pass,A,235,115,Not Placed,0.0
ST336,Ami Siddiqui,17,Male,Yes,Computer Science,6,71,16,68.61,Pass,B,203,231,Placed,5.68
ST337,Sora Shukla,19,Male,No,Electronics,8,91,20,97.97,Pass,A+,295,4,Placed,9.13
ST338,Ayaka Ghosh,19,Female,No,Electronics,4,74,14,63.37,Pass,B,194,277,Placed,5.04
ST339,Kota Majumdar,18,Female,Yes,Information Technology,5,92,7,45.06,Pass,D,137,511,Not Placed,0.0
ST340,Manami Das,18,Male,Yes,Electronics,7,87,17,85.07,Pass,A+,252,65,Placed,8.7
ST341,Yuzuki Sinha,18,Male,No,Electronics,5,82,10,53.08,Pass,C,165,403,Not Placed,0.0
ST342,Kyoko Islam,18,Male,No,Mechanical,3,86,7,35.12,Fail,F,108,549,Not Placed,0.0
ST343,Aoi Pawar,17,Male,No,Mechanical,5,86,11,57.63,Pass,C,174,381,Not Placed,0.0
ST344,Akari Arora,19,Female,Yes,Computer Science,2,80,8,35.36,Fail,F,107,550,Not Placed,0.0
ST345,Koharu Gowda,17,Male,No,Computer Science,8,64,19,86.85,Pass,A+,269,36,Placed,8.68
ST346,Miku Jha,18,Male,Yes,Computer Science,2,84,9,43.32,Pass,D,126,528,Not Placed,0.0
ST347,Nana Shetty,20,Female,No,Computer Science,5,98,13,60.85,Pass,B,185,313,Placed,4.95
ST348,Takumi Ganguly,19,Female,No,Mechanical,5,66,14,61.14,Pass,B,181,336,Not Placed,0.0
ST349,Yuna Das,18,Female,No,Information Technology,10,72,20,91.78,Pass,A+,266,38,Placed,18.75
ST350,Yuna Sarkar,18,Male,No,Computer Science,3,86,11,49.61,Pass,D,139,504,Not Placed,0.0
ST351,Suzune Sharma,17,Male,Yes,Electronics,3,82,6,34.12,Fail,F,97,566,Not Placed,0.0
ST352,Yui Agarwal,19,Male,No,Information Technology,0,86,4,19.05,Fail,F,54,591,Not Placed,0.0
ST353,Akari Goel,17,Male,No,Computer Science,3,75,10,48.3,Pass,D,156,452,Not Placed,0.0
ST354,Kaede Kulkarni,18,Female,Yes,Information Technology,3,94,11,48.78,Pass,D,150,471,Not Placed,0.0
ST355,Mei Lahiri,20,Female,No,Information Technology,6,82,12,61.76,Pass,B,189,305,Placed,4.27
ST356,Asuka Sinha,17,Female,Yes,Electronics,3,89,10,52.15,Pass,C,153,457,Placed,3.62
ST357,Kaede Pawar,19,Female,No,Computer Science,1,85,3,,Fail,F,64,588,Not Placed,0.0
ST358,Yuka Islam,20,Male,No,Computer Science,7,84,18,83.47,Pass,A+,262,44,Placed,8.85
ST359,Honoka Joshi,17,Female,No,Information Technology,4,88,12,62.45,Pass,B,181,346,Not Placed,0.0
ST360,Kota Siddiqui,19,Male,Yes,Computer Science,4,84,9,43.8,Pass,D,134,506,Not Placed,0.0
ST361,Akira Banerjee,18,Male,No,Electronics,4,70,9,37.21,Fail,F,120,538,Not Placed,0.0
ST362,Riku Hussain,20,Male,No,Information Technology,9,93,20,96.0,Pass,A+,293,3,Placed,11.76
ST363,Saki Datta,19,Male,No,Information Technology,3,90,13,54.36,Pass,C,172,382,Not Placed,0.0
ST364,Asuka Qureshi,19,Male,No,Mechanical,8,61,16,77.74,Pass,A,234,99,Not Placed,0.0
ST365,Shin Verma,18,Female,Yes,Electronics,7,75,18,78.06,Pass,A,237,98,Placed,6.21
ST366,Sora Das,19,Male,No,Computer Science,2,92,7,40.18,Pass,D,121,536,Not Placed,0.0
ST367,Koki Joshi,19,Male,No,Information Technology,10,64,20,94.52,Pass,A+,286,11,Placed,12.5
ST368,Haruka More,18,Male,No,Electronics,4,91,13,58.65,Pass,C,171,398,Not Placed,0.0
ST369,Akari Pawar,19,Female,No,Electronics,2,81,9,42.58,Pass,D,132,514,Not Placed,0.0
ST370,Aika Shah,18,Male,No,Computer Science,7,95,13,63.78,Pass,B,193,291,Not Placed,0.0
ST371,Yuma Gupta,18,Female,No,Mechanical,6,82,16,73.82,Pass,A,222,147,Placed,6.25
ST372,Kaito Menon,18,Male,No,Information Technology,6,75,16,66.91,Pass,B,209,196,Placed,4.81
ST373,Kohane Yadav,18,Female,Yes,Computer Science,3,85,11,55.88,Pass,C,166,400,Not Placed,0.0
ST374,Nana Ansari,18,Male,Yes,Computer Science,5,82,13,66.74,Pass,B,206,213,Not Placed,0.0
ST375,Sakura Goel,20,Female,Yes,Computer Science,7,74,14,63.95,Pass,B,198,239,Not Placed,0.0
ST376,Aika Mishra,17,Female,Yes,Mechanical,4,100,14,64.29,Pass,B,197,246,Not Placed,0.0
ST377,Yuma Hegde,19,Male,No,Computer Science,4,72,13,59.79,Pass,C,175,376,Not Placed,0.0
ST378,Mao Malik,18,Male,No,Computer Science,0,60,3,8.29,Fail,F,27,600,Not Placed,0.0
ST379,Miyako Banerjee,19,Male,No,Mechanical,3,98,12,62.35,Pass,B,197,260,Not Placed,0.0
ST380,Kohane Biswas,20,Male,No,Computer Science,8,76,18,84.31,Pass,A+,244,79,Placed,7.11
ST381,Momoka Kumar,18,Male,No,Computer Science,5,79,13,59.11,Pass,C,176,348,Not Placed,0.0
ST382,Kaede Gaikwad,19,Female,No,Computer Science,10,78,20,98.66,Pass,A+,300,1,Placed,21.0
ST383,Chihiro Pandey,17,Male,No,Computer Science,5,76,13,59.93,Pass,C,179,347,Not Placed,0.0
ST384,Sachiko Islam,19,Male,No,Computer Science,6,74,17,80.03,Pass,A+,244,76,Placed,9.13
ST385,Nanami Siddiqui,18,Male,No,Electronics,4,72,13,61.71,Pass,B,192,292,Placed,4.23
ST386,Akiko Dubey,20,Male,Yes,Computer Science,4,83,13,56.07,Pass,C,169,406,Not Placed,0.0
ST387,Ayaka Pillai,17,Female,Yes,Computer Science,3,78,10,40.53,Pass,D,124,533,Not Placed,0.0
ST388,Ami Pandey,19,Male,No,Electronics,4,89,13,66.57,Pass,B,200,233,Not Placed,0.0
ST389,Kazuki Jain,19,Female,No,Electronics,5,87,11,60.22,Pass,B,182,333,Not Placed,0.0
ST390,Rin Mitra,18,Female,Yes,Information Technology,10,73,20,88.86,Pass,A+,277,21,Placed,7.92
ST391,Miyako Pillai,18,Female,No,Information Technology,6,83,14,70.91,Pass,A,212,189,Placed,7.34
ST392,Nana Pillai,17,Female,No,Computer Science,3,78,6,31.54,Fail,F,93,565,Not Placed,0.0
ST393,Sara Kapoor,18,Male,Yes,Information Technology,1,72,3,13.35,Fail,F,45,596,Not Placed,0.0
ST394,Ami Krishnan,19,Female,Yes,Information Technology,3,89,8,45.92,Pass,D,134,515,Not Placed,0.0
ST395,Yuma Yadav,17,Male,No,Information Technology,5,81,14,61.41,Pass,B,181,335,Not Placed,0.0
ST396,Sakura Islam,18,Male,No,Mechanical,7,78,15,76.42,Pass,A,226,138,Placed,6.1
ST397,Nanami Saha,17,Female,Yes,Computer Science,8,73,17,76.01,Pass,A,227,153,Placed,5.72
ST398,Ryusei Agarwal,19,Female,No,Electronics,0,72,7,29.25,Fail,F,87,578,Not Placed,0.0
ST399,Kyoko Prasad,17,Female,No,Computer Science,5,100,12,59.45,Pass,C,182,322,Placed,4.34
ST400,Hina Acharya,18,Male,No,Electronics,5,85,16,73.25,Pass,A,218,155,Placed,5.59
ST401,Nanako Srivastava,17,Male,Yes,Electronics,6,71,17,76.77,Pass,A,234,105,Placed,7.69
ST402,Yuna Saxena,18,Female,Yes,Mechanical,5,85,13,58.84,Pass,C,181,344,Not Placed,0.0
ST403,Yuto Mehta,19,Male,No,Computer Science,6,93,16,76.98,Pass,A,228,122,Placed,5.32
ST404,Michiko Kulkarni,18,Female,No,Information Technology,6,84,16,74.16,Pass,A,227,131,Placed,7.12
ST405,Sora Das,18,Female,No,Information Technology,3,96,9,42.28,Pass,D,132,518,Not Placed,0.0
ST406,Ayaka Hegde,19,Male,Yes,Electronics,7,67,18,82.75,Pass,A+,239,89,Placed,8.5
ST407,Hiroto Mittal,19,Male,No,Information Technology,3,62,12,47.19,Pass,D,143,489,Not Placed,0.0
ST408,Minato More,18,Male,Yes,Information Technology,6,85,13,65.07,Pass,B,193,265,Not Placed,0.0
ST409,Kota Pawar,19,Male,Yes,Information Technology,5,85,13,62.41,Pass,B,194,282,Not Placed,0.0
ST410,Misaki More,20,Female,Yes,Computer Science,5,60,13,56.15,Pass,C,166,396,Placed,4.74
ST411,Aika Nambiar,18,Male,Yes,Information Technology,8,76,19,82.68,Pass,A+,241,97,Placed,7.38
ST412,Itsuki Bose,19,Female,No,Computer Science,8,72,17,78.16,Pass,A,234,109,Not Placed,0.0
ST413,Mio Desai,19,Male,No,Mechanical,7,68,15,68.48,Pass,B,201,237,Not Placed,0.0
ST414,Kohane Nair,18,Female,Yes,Electronics,5,72,13,61.57,Pass,B,189,323,Placed,5.36
ST415,Haru Rao,17,Male,No,Mechanical,6,88,17,82.74,Pass,A+,244,94,Placed,8.72
ST416,Rin Nambiar,17,Male,Yes,Computer Science,5,72,11,52.49,Pass,C,157,461,Not Placed,0.0
ST417,Sakura Nambiar,19,Male,No,Mechanical,7,72,14,61.95,Pass,B,194,273,Placed,4.96
ST418,Naoki Singh,20,Female,No,Mechanical,5,66,12,51.11,Pass,C,159,442,Not Placed,0.0
ST419,Momoka Arora,19,Female,Yes,Electronics,9,95,19,90.06,Pass,A+,273,25,Placed,10.97
ST420,Daiki Mandal,18,Female,No,Electronics,-2,86,14,67.87,Pass,B,203,230,Placed,5.44
ST421,Noa Bhat,19,Male,Yes,Computer Science,6,60,18,74.02,Pass,A,224,137,Not Placed,0.0
ST422,Emi Bhat,19,Male,Yes,Mechanical,4,72,11,47.02,Pass,D,145,486,Not Placed,0.0
ST423,Taiga Arora,18,Male,Yes,Information Technology,3,87,9,41.65,Pass,D,120,534,Not Placed,0.0
ST424,Kenji Khanna,17,Male,No,Computer Science,7,95,19,84.85,Pass,A+,259,48,Placed,9.81
ST425,Fumika Iyer,19,Male,No,Computer Science,3,90,11,47.19,Pass,D,136,502,Not Placed,0.0
ST426,Takumi Patil,18,Female,Yes,Mechanical,7,78,15,67.13,Pass,B,204,219,Placed,4.18
ST427,Hayato Malhotra,19,Female,No,Mechanical,5,63,13,53.14,Pass,C,154,458,Not Placed,0.0
ST428,Yuki Gupta,18,Female,No,Mechanical,5,91,13,62.99,Pass,B,199,259,Placed,4.04
ST429,Manami Dutta,17,Female,No,Electronics,8,79,20,91.37,Pass,A+,278,18,Placed,12.22
ST430,Akiko Prasad,18,Male,No,Computer Science,6,83,14,63.3,Pass,B,182,343,Placed,4.22
ST431,Takeru Sarkar,18,Male,No,Computer Science,5,80,10,49.67,Pass,D,149,469,Not Placed,0.0
ST432,Haruka Iyer,20,Male,Yes,Computer Science,5,68,9,42.26,Pass,D,124,527,Not Placed,0.0
ST433,Suzune Khanna,17,Female,Yes,Computer Science,4,86,14,60.52,Pass,B,178,355,Not Placed,0.0
ST434,Nanako Mehta,19,Male,No,Information Technology,7,84,15,67.58,Pass,B,203,243,Placed,5.97
ST435,Nanami Reddy,18,Male,Yes,Computer Science,4,78,13,58.14,Pass,C,170,380,Not Placed,0.0
ST436,Akiko Mitra,19,Male,No,Information Technology,8,87,18,88.29,Pass,A+,269,32,Not Placed,0.0
ST437,Chihiro Mirza,18,Male,No,Mechanical,8,68,17,74.99,Pass,A,228,120,Placed,6.86
ST438,Kyoko Mandal,19,Female,Yes,Information Technology,4,79,11,47.7,Pass,D,145,485,Not Placed,0.0
ST439,Miku Singh,19,Female,Yes,Mechanical,6,82,18,85.26,Pass,A+,256,62,Placed,8.95
ST440,Rin Lahiri,18,Male,Yes,Electronics,5,65,10,44.28,Pass,D,136,498,Not Placed,0.0
ST441,Sara Mehta,17,Female,No,Computer Science,4,81,11,49.21,Pass,D,152,463,Not Placed,0.0
ST442,Chihiro Arora,19,Female,No,Information Technology,10,89,20,100.0,Pass,A+,300,2,Placed,
ST443,Kaori Deshmukh,20,Male,Yes,Computer Science,1,79,4,24.74,Fail,F,68,587,Not Placed,0.0
ST444,Aoi Bhat,17,Male,Yes,Computer Science,4,82,14,62.43,Pass,B,183,332,Placed,4.48
ST445,Sara Gaikwad,19,Male,Yes,Electronics,5,88,15,69.88,Pass,B,208,204,Placed,5.32
ST446,Sara Reddy,20,Male,No,Computer Science,5,78,14,60.9,Pass,B,175,368,Placed,5.82
ST447,Kyoko Lahiri,19,Female,Yes,Computer Science,5,79,12,52.61,Pass,C,159,438,Placed,4.96
ST448,Shin Mandal,20,Male,No,Information Technology,7,70,13,63.31,Pass,B,197,258,Not Placed,0.0
ST449,Rina Agarwal,19,Female,Yes,Mechanical,6,82,16,69.58,Pass,B,215,158,Placed,4.4
ST450,Itsuki Das,18,Male,Yes,Electronics,6,79,20,86.69,Pass,A+,264,35,Placed,7.4
ST451,Erika Deshmukh,18,Male,No,Electronics,2,87,8,44.1,Pass,D,136,494,Not Placed,0.0
ST452,Takeru Shukla,18,Male,No,Computer Science,4,88,8,48.48,Pass,D,157,460,Not Placed,0.0
ST453,Nana Dubey,19,Male,No,Electronics,4,90,12,55.13,Pass,C,170,390,Not Placed,0.0
ST454,Momoka Patel,19,Male,No,Electronics,4,77,13,59.62,Pass,C,183,337,Not Placed,0.0
ST455,Kaede Nambiar,18,Female,Yes,Electronics,5,60,11,48.71,Pass,D,139,496,Not Placed,0.0
ST456,Takumi Das,19,Male,No,Mechanical,3,89,9,49.38,Pass,D,155,456,Not Placed,0.0
ST457,Mao Pillai,19,Female,Yes,Computer Science,4,86,10,47.49,Pass,D,144,488,Not Placed,0.0
ST458,Momoka Choudhary,19,Male,Yes,Mechanical,4,76,10,42.04,Pass,D,126,525,Not Placed,0.0
ST459,Ren Mitra,18,Male,No,Mechanical,8,88,17,79.29,Pass,A,236,92,Placed,5.17
ST460,Maki Garg,18,Male,No,Computer Science,8,68,16,72.84,Pass,A,216,167,Placed,7.6
ST461,Kaito Reddy,18,Male,No,Information Technology,6,92,12,60.47,Pass,B,188,271,Not Placed,0.0
ST462,Shiori Bansal,18,Male,No,Mechanical,8,79,18,87.45,Pass,A+,262,51,Placed,7.88
ST463,Rumi Sinha,17,Male,No,Computer Science,7,74,16,75.99,Pass,A,225,139,Not Placed,0.0
ST464,Ryusei Sharma,18,Male,Yes,Information Technology,5,76,12,54.3,Pass,C,159,449,Placed,3.0
ST465,Kohane Siddiqui,18,Male,Yes,Mechanical,0,80,5,22.54,Fail,F,68,585,Not Placed,0.0
ST466,Ema Joshi,18,Male,No,Information Technology,7,82,13,61.05,Pass,B,181,342,Not Placed,0.0
ST467,Reina Hegde,17,Male,Yes,Computer Science,6,82,15,74.88,Pass,A,222,145,Placed,5.67
ST468,Rina Ansari,19,Female,No,Information Technology,6,78,14,70.79,Pass,A,205,215,Placed,6.02
ST469,Hayato Khan,18,Female,No,Computer Science,7,84,17,85.28,Pass,A+,261,56,Placed,9.97
ST470,Naoki Chopra,20,Male,Yes,Information Technology,5,82,14,69.05,Pass,B,206,221,Not Placed,0.0
ST471,Akari Sengupta,20,Male,No,Computer Science,6,76,17,72.41,Pass,A,212,184,Placed,6.57
ST472,Akira Gupta,18,Female,No,Electronics,8,74,18,78.01,Pass,A,233,111,Placed,5.61
ST473,Sora Bose,18,Female,Yes,Information Technology,4,88,14,65.38,Pass,B,199,261,Not Placed,0.0
ST474,Chihiro Mehta,17,Male,No,Electronics,6,87,14,72.79,Pass,A,219,171,Placed,6.0
ST475,Akira Rajput,19,Female,No,Electronics,5,83,12,54.7,Pass,C,165,420,Not Placed,0.0
ST476,Haruka Kapoor,19,Male,Yes,Information Technology,6,91,14,63.83,Pass,B,192,287,Not Placed,0.0
ST477,Sara Patel,18,Male,No,Electronics,7,62,18,81.36,Pass,A+,238,96,Placed,7.99
ST478,Ema Menon,19,Female,No,Computer Science,1,76,8,29.84,Fail,F,94,573,Not Placed,0.0
ST479,Michiko Kapoor,18,Male,Yes,Information Technology,6,70,15,66.55,Pass,B,191,281,Placed,4.04
ST480,Michiko Dubey,18,Female,No,Computer Science,3,100,7,42.97,Pass,D,131,520,Placed,2.2
ST481,Kaori Verma,19,Female,Yes,Mechanical,6,89,16,72.85,Pass,A,222,144,Placed,7.09
ST482,Hina Jain,18,Male,No,Computer Science,5,81,11,49.67,Pass,D,148,482,Not Placed,0.0
ST483,Hiroto Prasad,19,Male,No,Information Technology,7,90,14,73.97,Pass,A,224,128,Placed,5.36
ST484,Kenta Verma,18,Male,Yes,Electronics,3,93,8,44.18,Pass,D,131,521,Not Placed,0.0
ST485,Haruto Mitra,20,Male,Yes,Information Technology,6,93,14,,Pass,A,227,126,Placed,5.69
ST486,Sara Rao,17,Female,No,Computer Science,4,91,14,63.54,Pass,B,196,249,Not Placed,0.0
ST487,Haruto Gowda,18,Male,No,Information Technology,7,79,14,63.43,Pass,B,186,309,Placed,4.7
ST488,Miyu Majumdar,19,Male,No,Electronics,8,77,20,93.33,Pass,A+,283,14,Placed,12.03
ST489,Shiori Pandey,18,Female,Yes,Electronics,10,72,20,93.74,Pass,A+,290,10,Placed,11.33
ST490,Kota Malhotra,20,Male,No,Information Technology,7,87,13,63.6,Pass,B,192,274,Not Placed,0.0
ST491,Junko Mandal,19,Female,No,Information Technology,7,80,15,75.1,Pass,A,223,142,Placed,
ST492,Haruto Mishra,19,Male,No,Information Technology,3,78,8,35.74,Fail,F,119,537,Not Placed,0.0
ST493,Hayato Iyer,19,Female,Yes,Electronics,4,77,13,55.62,Pass,C,167,409,Not Placed,0.0
ST494,Honoka Ansari,20,Male,No,Information Technology,5,97,11,53.77,Pass,C,162,432,Not Placed,0.0
ST495,Asuka Sen,20,Male,No,Information Technology,7,92,13,66.89,Pass,B,202,224,Placed,5.13
ST496,Chihiro Arora,19,Male,Yes,Computer Science,8,100,17,85.11,Pass,A+,258,53,Placed,9.05
ST497,Yuka Khanna,19,Male,No,Computer Science,3,87,12,55.41,Pass,C,165,427,Placed,3.01
ST498,Aoi Thakur,17,Female,Yes,Computer Science,8,83,17,84.05,Pass,A+,253,61,Placed,9.79
